orid,title,user,space,space_url,judged,points,claims_judged,claims_verified,claims_falsified,claims_toy,claims_zero,created_at,judged_at
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,SabaPivot,SabaPivot/repro-causal-effect-identifiability-in-the-presence-of-latent-confounders-without-auxiliary-vari,https://huggingface.co/spaces/SabaPivot/repro-causal-effect-identifiability-in-the-presence-of-latent-confounders-without-auxiliary-vari,True,6,3,3,0,0,0,,2026-07-21T04:04:48+00:00
Xg12D1Y4H1,Scalable Bayesian Inference for Nonlinear Conservation Laws,ramgopal-reddy,ramgopal-reddy/repro-scalable-bayesian-inference-for-nonlinear-conservation-laws,https://huggingface.co/spaces/ramgopal-reddy/repro-scalable-bayesian-inference-for-nonlinear-conservation-laws,True,2,2,1,0,0,1,,2026-07-19T14:32:55+00:00
ALVnRcngPb,Small Agent Group is the Future of Digital Health,kalikho,kalikho/repro-small-agent-group-is-the-future-of-digital-health,https://huggingface.co/spaces/kalikho/repro-small-agent-group-is-the-future-of-digital-health,True,2,3,0,0,2,1,,2026-07-19T13:27:54+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",tpls,tpls/repro-kmeans-catastrophic-failure,https://huggingface.co/spaces/tpls/repro-kmeans-catastrophic-failure,True,12,6,6,0,0,0,,2026-07-19T21:09:58+00:00
sxLncu2Fhx,General Synthetic-Powered Inference,lastmass,lastmass/repro-general-synthetic-powered-inference,https://huggingface.co/spaces/lastmass/repro-general-synthetic-powered-inference,True,3,2,1,0,1,0,,2026-07-19T12:33:43+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",jbhati305,jbhati305/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,https://huggingface.co/spaces/jbhati305/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,True,8,6,4,0,0,2,,2026-07-21T16:44:27+00:00
70vztAT0Or,Demystifying the Optimal Fair Classifier in Multi-Class Classification,jomasego,jomasego/repro-demystifying-the-optimal-fair-classifier-in-multi-class-classification,https://huggingface.co/spaces/jomasego/repro-demystifying-the-optimal-fair-classifier-in-multi-class-classification,True,3,3,0,0,3,0,,2026-07-19T11:55:56+00:00
lywUbYpYfG,DeCoDe: Decoupling Binding Position and Molecular Conformation in 3D Ligand Diffusion for Structure-Based Drug Design,yugimani,yugimani/repro-decode-decoupling-binding-position-and-molecular-conformation-in-3d-ligand-diffusion-for-s,https://huggingface.co/spaces/yugimani/repro-decode-decoupling-binding-position-and-molecular-conformation-in-3d-ligand-diffusion-for-s,True,2,3,0,0,2,1,,2026-07-19T11:02:40+00:00
SldP4LGjdz,Functional Decomposition and Shapley Interactions for Interpreting Survival Models,kondratevakate,kondratevakate/repro-functional-decomposition-and-shapley-interactions-for-interpreting-survival-mode,https://huggingface.co/spaces/kondratevakate/repro-functional-decomposition-and-shapley-interactions-for-interpreting-survival-mode,True,6,6,2,0,2,2,,2026-07-20T16:34:25+00:00
Y9gsOEdaNE,When Can We Trust Survival Model Evaluation ?,kondratevakate,kondratevakate/repro-when-can-we-trust-survival-model-evaluation,https://huggingface.co/spaces/kondratevakate/repro-when-can-we-trust-survival-model-evaluation,True,4,2,2,0,0,0,,2026-07-19T08:42:57+00:00
QZO3oby12w,AI Engram: In Search of Memory Traces in Artificial Intelligence,MarxistLeninist,MarxistLeninist/QZO3oby12w,https://huggingface.co/spaces/MarxistLeninist/QZO3oby12w,True,6,5,2,1,0,2,,2026-07-21T00:34:00+00:00
BUxrIaf7Zc,On Revisiting Entropy for Identifying Mislabeled Images,kondratevakate,kondratevakate/repro-on-revisiting-entropy-for-identifying-mislabeled-images,https://huggingface.co/spaces/kondratevakate/repro-on-revisiting-entropy-for-identifying-mislabeled-images,True,2,3,0,0,2,1,,2026-07-19T07:43:17+00:00
Z6dCaMpiqV,PDFBench: A Benchmark for De Novo Protein Design from Function,yugimani,yugimani/repro-pdfbench-a-benchmark-for-de-novo-protein-design-from-function,https://huggingface.co/spaces/yugimani/repro-pdfbench-a-benchmark-for-de-novo-protein-design-from-function,True,2,3,0,0,2,1,,2026-07-19T07:29:45+00:00
Y9gsOEdaNE,When Can We Trust Survival Model Evaluation ?,vbabenko97,vbabenko97/repro-when-can-we-trust-survival-model-evaluation,https://huggingface.co/spaces/vbabenko97/repro-when-can-we-trust-survival-model-evaluation,True,4,2,2,0,0,0,,2026-07-19T09:32:18+00:00
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,Edd16,Edd16/icml2026-8ewf5I4shW-repro,https://huggingface.co/spaces/Edd16/icml2026-8ewf5I4shW-repro,True,3,3,0,0,3,0,,2026-07-23T01:19:15+00:00
M78xLFN7EJ,Protein Design with Agent Rosetta: A Case Study for Specialized Scientific Agents,Edd16,Edd16/icml2026-M78xLFN7EJ-repro,https://huggingface.co/spaces/Edd16/icml2026-M78xLFN7EJ-repro,True,5,5,0,0,5,0,,2026-07-24T16:09:37+00:00
UflglraWRa,The (Marginal) Value of a Search Ad: An Online Causal Framework for Repeated Second-price Auctions,ai-sherpa,ai-sherpa/search-ad-auction-value-repro,https://huggingface.co/spaces/ai-sherpa/search-ad-auction-value-repro,True,4,2,2,0,0,0,,2026-07-19T06:46:13+00:00
SldP4LGjdz,Functional Decomposition and Shapley Interactions for Interpreting Survival Models,sharktide,sharktide/repro-survfd-survshapiq-iq,https://huggingface.co/spaces/sharktide/repro-survfd-survshapiq-iq,True,1,2,0,0,1,1,,2026-07-19T06:11:45+00:00
wpKA7G7Cqu,Explaining Concept Shift with Interpretable Feature Attribution,neonforestmist,neonforestmist/exact-six-release-slot-20260719-g,https://huggingface.co/spaces/neonforestmist/exact-six-release-slot-20260719-g,True,0,5,0,0,0,5,,2026-07-27T21:10:02+00:00
cvlPAWSeo3,CountsDiff: A diffusion model on the natural numbers for generation and imputation of count-based data,junwatu,junwatu/repro-countsdiff-a-diffusion-model-on-the-natural-numbers-for-generation-and-imputation-of-count,https://huggingface.co/spaces/junwatu/repro-countsdiff-a-diffusion-model-on-the-natural-numbers-for-generation-and-imputation-of-count,True,1,3,0,0,1,2,,2026-07-19T04:40:35+00:00
piWlEHb4Db,Non-Euclidean Gradient Descent Operates at the Edge of Stability,sharktide,sharktide/repro-non-euclidean-gd,https://huggingface.co/spaces/sharktide/repro-non-euclidean-gd,True,0,3,0,0,0,3,,2026-07-19T04:38:40+00:00
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,neonforestmist,neonforestmist/exact-six-release-slot-20260719-b,https://huggingface.co/spaces/neonforestmist/exact-six-release-slot-20260719-b,True,6,3,3,0,0,0,,2026-07-24T12:53:04+00:00
DfZS0M8leJ,Generalized Linear Bandits with Memory,amkkk,amkkk/generalized-linear-bandits-with-memory-repro,https://huggingface.co/spaces/amkkk/generalized-linear-bandits-with-memory-repro,True,1,2,0,0,1,1,,2026-07-23T03:31:46+00:00
bcN12UkftY,FloorplanQA: A Benchmark for Spatial Reasoning in LLMs using Structured Representations,junwatu,junwatu/repro-floorplanqa-a-benchmark-for-spatial-reasoning-in-llms-using-structured-representations,https://huggingface.co/spaces/junwatu/repro-floorplanqa-a-benchmark-for-spatial-reasoning-in-llms-using-structured-representations,True,0,6,0,0,0,6,,2026-07-20T05:20:13+00:00
LfUXGnwVzw,Conditional Distributional Treatment Effects: Doubly Robust Estimation and Testing,MarxistLeninist,MarxistLeninist/LfUXGnwVzw,https://huggingface.co/spaces/MarxistLeninist/LfUXGnwVzw,True,6,5,1,0,4,0,,2026-07-21T00:39:14+00:00
HigEPnWgLQ,Adaptive Multi-Round Allocation with Stochastic Arrivals,vissutagunawan,vissutagunawan/HigEPnWgLQ,https://huggingface.co/spaces/vissutagunawan/HigEPnWgLQ,True,6,3,3,0,0,0,,2026-07-19T01:09:04+00:00
ugjBMARbyt,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",neonforestmist,neonforestmist/bandit-optimal-transport-repro,https://huggingface.co/spaces/neonforestmist/bandit-optimal-transport-repro,True,5,6,0,0,5,1,,2026-07-27T21:15:07+00:00
sDfu0qN6Y6,"$f$-Trajectory Balance: A Loss Family for Tuning GFlowNets, Generative Models, and LLMs with Off- and On-Policy Data",ProCreations,ProCreations/repro-f-trajectory-balance-a-loss-family-for-tuning-gflownets-generative-models-and-llms,https://huggingface.co/spaces/ProCreations/repro-f-trajectory-balance-a-loss-family-for-tuning-gflownets-generative-models-and-llms,True,10,6,4,0,2,0,,2026-07-19T23:16:52+00:00
Q7lEZjtDKO,Robust Sequential Experimental Design for A/B Testing,j14i,j14i/repro-robust-sequential-experimental-design-for-a-b-testing,https://huggingface.co/spaces/j14i/repro-robust-sequential-experimental-design-for-a-b-testing,True,4,5,0,0,4,1,,2026-07-24T13:17:06+00:00
RyxUQr2l4k,Credit Assignment via Neural Manifold Noise Correlation,yaegerknight,yaegerknight/repro-credit-assignment-via-neural-manifold-noise-correlation,https://huggingface.co/spaces/yaegerknight/repro-credit-assignment-via-neural-manifold-noise-correlation,True,6,5,3,0,0,2,,2026-07-24T08:32:02+00:00
nggzekChuU,Rethinking Genomic Modeling Through Optical Character Recognition,nielsr,nielsr/repro-rethinking-genomic-modeling-through-optical-character-recognition,https://huggingface.co/spaces/nielsr/repro-rethinking-genomic-modeling-through-optical-character-recognition,True,0,3,0,0,0,3,,2026-07-19T09:30:16+00:00
3EcT46wsdc,Efficiently Training Time-to-First-Spike Spiking Neural Networks from Scratch,Umong,Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,https://huggingface.co/spaces/Umong/repro-efficiently-training-time-to-first-spike-spiking-neural-networks-from-scratch,True,4,5,2,0,0,3,,2026-07-23T21:49:13+00:00
Yy37YQCvCt,Learning Treatment Representations for Downstream Instrumental Variable Regression,LucasBeziers,LucasBeziers/repro-learning-treatment-representations-for-downstream-instrumental-variable-regression,https://huggingface.co/spaces/LucasBeziers/repro-learning-treatment-representations-for-downstream-instrumental-variable-regression,True,3,5,1,0,1,3,,2026-07-24T02:26:48+00:00
5JUrQ67tYL,Deliberate Evolution:  Agentic Reasoning for Sample-Efficient Symbolic Regression with LLMs,MarxistLeninist,MarxistLeninist/5JUrQ67tYL,https://huggingface.co/spaces/MarxistLeninist/5JUrQ67tYL,True,6,3,2,1,0,0,,2026-07-21T00:45:50+00:00
fve4MEzeSp,A Conflict-aware Evidential Framework for Reliable Sleep Stage Classification,kondratevakate,kondratevakate/repro-a-conflict-aware-evidential-framework-for-reliable-sleep-stage-classification,https://huggingface.co/spaces/kondratevakate/repro-a-conflict-aware-evidential-framework-for-reliable-sleep-stage-classification,True,1,5,0,0,1,4,,2026-07-24T02:27:29+00:00
a6vCNSBBeq,Principled Confidence Estimation for Deep Computed Tomography,kondratevakate,kondratevakate/repro-principled-confidence-estimation-for-deep-computed-tomography,https://huggingface.co/spaces/kondratevakate/repro-principled-confidence-estimation-for-deep-computed-tomography,True,2,6,0,0,2,4,,2026-07-24T08:44:47+00:00
UflglraWRa,The (Marginal) Value of a Search Ad: An Online Causal Framework for Repeated Second-price Auctions,kpshinnik,kpshinnik/repro-the-marginal-value-of-a-search-ad-an-online-causal-framework-for-repeated-second-price-auc,https://huggingface.co/spaces/kpshinnik/repro-the-marginal-value-of-a-search-ad-an-online-causal-framework-for-repeated-second-price-auc,True,8,5,4,0,0,1,,2026-07-24T02:29:02+00:00
potpaozpjv,Reward Shaping Control Variates for Off-Policy Evaluation Under Sparse Rewards,DineshAI,DineshAI/potpaozpjv,https://huggingface.co/spaces/DineshAI/potpaozpjv,True,4,2,1,1,0,0,,2026-07-21T13:00:55+00:00
3LRWjJTp0Y,CalPro: Prior-Aware Evidential Conformal Prediction with Structure-Aware Sensitivity Bounds for Protein Structures,kondratevakate,kondratevakate/repro-calpro-prior-aware-evidential-conformal-prediction-with-structure-aware,https://huggingface.co/spaces/kondratevakate/repro-calpro-prior-aware-evidential-conformal-prediction-with-structure-aware,True,3,6,0,1,1,4,,2026-07-21T07:03:29+00:00
Ue8aOgz9T9,FLIP2: Expanding Protein Fitness Landscape Benchmarks for Real-World Machine Learning Applications,bertfil,bertfil/Ue8aOgz9T9,https://huggingface.co/spaces/bertfil/Ue8aOgz9T9,True,3,3,1,0,1,1,,2026-07-20T11:50:36+00:00
jPKqiaPTEd,Protein Fold Classification at Scale: Benchmarking and Pretraining,bertfil,bertfil/jPKqiaPTEd,https://huggingface.co/spaces/bertfil/jPKqiaPTEd,True,2,5,1,0,0,4,,2026-07-20T11:51:00+00:00
QZO3oby12w,AI Engram: In Search of Memory Traces in Artificial Intelligence,bertfil,bertfil/QZO3oby12w,https://huggingface.co/spaces/bertfil/QZO3oby12w,True,3,5,1,0,1,3,,2026-07-20T12:03:27+00:00
VAXW59dyfk,Optimal Decision-Making Based on Prediction Sets,bertfil,bertfil/VAXW59dyfk,https://huggingface.co/spaces/bertfil/VAXW59dyfk,True,2,4,0,0,2,2,,2026-07-20T12:04:11+00:00
guBK9kwmEL,No Data? No Problem: Robust Vision-Tabular Learning with Missing Values,LucasBeziers,LucasBeziers/repro-no-data-no-problem-robust-vision-tabular-learning-with-missing-values,https://huggingface.co/spaces/LucasBeziers/repro-no-data-no-problem-robust-vision-tabular-learning-with-missing-values,True,2,5,0,0,2,3,,2026-07-24T02:51:54+00:00
UR1yz4AMYj,Constrained hybrid modelling to predict microbial dynamics and organic matter turnover in soil systems,latticetower,latticetower/hysomi-repro,https://huggingface.co/spaces/latticetower/hysomi-repro,True,8,4,4,0,0,0,,2026-07-24T02:53:48+00:00
75AYDsndHP,Autoregressive Boltzmann Generators,MarxistLeninist,MarxistLeninist/repro-autoregressive-boltzmann-generators,https://huggingface.co/spaces/MarxistLeninist/repro-autoregressive-boltzmann-generators,True,4,5,1,0,2,2,,2026-07-24T02:55:47+00:00
75AYDsndHP,Autoregressive Boltzmann Generators,MarxistLeninist,MarxistLeninist/repro-arbg-75AYDsndHP,https://huggingface.co/spaces/MarxistLeninist/repro-arbg-75AYDsndHP,True,4,5,1,0,2,2,,2026-07-24T02:56:42+00:00
Tyv61ZKb9s,SynerMedGen: Synergizing Medical Multimodal Understanding with Generation via Task Alignment,abhishekkataria16,abhishekkataria16/synermedgen-synergizing-medical-multimodal-under-logbook,https://huggingface.co/spaces/abhishekkataria16/synermedgen-synergizing-medical-multimodal-under-logbook,True,0,6,0,0,0,6,,2026-07-20T16:58:53+00:00
HDoWJi2jlj,Conformal C2ST: Turning weak classifiers into strong two-sample tests,DineshAI,DineshAI/HDoWJi2jlj,https://huggingface.co/spaces/DineshAI/HDoWJi2jlj,True,10,5,5,0,0,0,,2026-07-22T18:05:48+00:00
qMI1xD8O3x,Instance-Level Costs for Nuanced Classifier Evaluation,vbabenko97,vbabenko97/repro-instance-level-costs,https://huggingface.co/spaces/vbabenko97/repro-instance-level-costs,True,9,6,4,0,1,1,,2026-07-24T03:06:29+00:00
2azIa9tfl3,Optimizing Rank for High-Fidelity Implicit Neural Representations,pranaysuyash,pranaysuyash/2azIa9tfl3,https://huggingface.co/spaces/pranaysuyash/2azIa9tfl3,True,1,4,0,0,1,3,,2026-07-24T03:18:55+00:00
0VEeF91Fm6,Towards Docking-oriented De Novo Ligand Design via Gradient Inversion,yugimani,yugimani/repro-magicdock-toward-docking-oriented-de-novo-ligand-design-via-gradient-inversion,https://huggingface.co/spaces/yugimani/repro-magicdock-toward-docking-oriented-de-novo-ligand-design-via-gradient-inversion,True,8,6,1,3,0,2,,2026-07-24T08:57:46+00:00
QpjtK65JHO,HypoSpace: A Diagnostic Benchmark for Set-Valued Hypothesis Generation under Underdetermination and Sublinear Coverage Bounds,arvkevi,arvkevi/hypospace-repro,https://huggingface.co/spaces/arvkevi/hypospace-repro,True,4,2,2,0,0,0,,2026-07-19T00:15:56+00:00
HigEPnWgLQ,Adaptive Multi-Round Allocation with Stochastic Arrivals,ai-sherpa,ai-sherpa/adaptive-multiround-allocation-repro,https://huggingface.co/spaces/ai-sherpa/adaptive-multiround-allocation-repro,True,8,5,4,0,0,1,,2026-07-26T01:42:44+00:00
4iupzej9nT,"Less Token, More Signal: MoE Expert Pruning via Critical Token Selection",binzhango,binzhango/repro-less-token-more-signal-step,https://huggingface.co/spaces/binzhango/repro-less-token-more-signal-step,True,2,2,0,0,2,0,,2026-07-18T20:59:40+00:00
st1MolZlTP,Finding Differentially Private Second Order Stationary Points in Stochastic Minimax Optimization,snaykey,snaykey/repro-muon-inrs,https://huggingface.co/spaces/snaykey/repro-muon-inrs,True,7,5,2,0,3,0,,2026-07-26T08:10:15+00:00
UG06mAANLH,Adaptive Protein Tokenization,dmitry-rov,dmitry-rov/repro-adaptive-protein-tokenization,https://huggingface.co/spaces/dmitry-rov/repro-adaptive-protein-tokenization,True,4,5,2,0,0,3,,2026-07-23T22:03:29+00:00
FXWnvznHMW,Design-Based Anytime-Valid Inference for Randomized Experiments with Delayed Outcomes and Staggered Entry,NaveenVenu,NaveenVenu/FXWnvznHMW,https://huggingface.co/spaces/NaveenVenu/FXWnvznHMW,True,10,5,5,0,0,0,,2026-07-23T22:04:20+00:00
Yy37YQCvCt,Learning Treatment Representations for Downstream Instrumental Variable Regression,Srishti280992,Srishti280992/repro-learning-treatment-representations-iv,https://huggingface.co/spaces/Srishti280992/repro-learning-treatment-representations-iv,True,7,5,3,0,1,1,,2026-07-23T22:04:58+00:00
F8R6Z6ty2E,Learning to Rank from Incomplete Rankings,dmitry-rov,dmitry-rov/repro-pirate,https://huggingface.co/spaces/dmitry-rov/repro-pirate,True,4,2,2,0,0,0,,2026-07-18T08:26:05+00:00
3qq7rvJzoj,HodgeFlow Policy Search by Topologically Dissecting Temporal-Difference Signals in Non-Markovian Environments,sugan04,sugan04/ICML2026_75_repro,https://huggingface.co/spaces/sugan04/ICML2026_75_repro,True,6,3,3,0,0,0,,2026-07-22T22:26:58+00:00
bcN12UkftY,FloorplanQA: A Benchmark for Spatial Reasoning in LLMs using Structured Representations,Yashp2003,Yashp2003/bcN12UkftY,https://huggingface.co/spaces/Yashp2003/bcN12UkftY,True,3,6,0,0,3,3,,2026-07-24T03:55:29+00:00
4F4Ziv1d9G,ProConMV: Provenance-Enabled Conceptual Framework for Interpretable Multi-View Diabetic Retinopathy Diagnosis,Sidseren,Sidseren/repro-proconmv-multiview-dr-diagnosis,https://huggingface.co/spaces/Sidseren/repro-proconmv-multiview-dr-diagnosis,True,2,2,0,0,2,0,,2026-07-18T06:20:12+00:00
coHiGZOFtS,VenusBench-Mobile: A Challenging and User-Centric Benchmark for Mobile GUI Agents with Capability Diagnostics,Edd16,Edd16/icml2026-coHiGZOFtS-repro,https://huggingface.co/spaces/Edd16/icml2026-coHiGZOFtS-repro,True,1,5,0,0,1,4,,2026-07-23T22:36:31+00:00
HigEPnWgLQ,Adaptive Multi-Round Allocation with Stochastic Arrivals,neonforestmist,neonforestmist/adaptive-multiround-allocation-repro,https://huggingface.co/spaces/neonforestmist/adaptive-multiround-allocation-repro,True,0,5,0,0,0,5,,2026-07-27T21:19:29+00:00
WgrRyHYbo5,Component-Wise Composite Likelihood Distillation for Censored Time-to-Event Data,amkkk,amkkk/component-wise-composite-likelihood-distillation-repro,https://huggingface.co/spaces/amkkk/component-wise-composite-likelihood-distillation-repro,True,4,3,1,0,2,0,,2026-07-18T05:40:50+00:00
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,amkkk,amkkk/identifiability-repro,https://huggingface.co/spaces/amkkk/identifiability-repro,True,6,3,3,0,0,0,,2026-07-18T04:47:05+00:00
4iupzej9nT,"Less Token, More Signal: MoE Expert Pruning via Critical Token Selection",binzhango,binzhango/repro-less-token-more-signal-step-judge,https://huggingface.co/spaces/binzhango/repro-less-token-more-signal-step-judge,True,2,2,0,0,2,0,,2026-07-18T13:44:56+00:00
RNuC8Nj6rD,TD3B: Transition-Directed Discrete Diffusion for Allosteric Binder Generation,ParetoOptimal,ParetoOptimal/repro-td3b,https://huggingface.co/spaces/ParetoOptimal/repro-td3b,True,8,6,4,0,0,2,,2026-07-27T18:49:33+00:00
ZVyd4r9Xl5,Beyond Majority Voting: LLM Aggregation by Leveraging Higher-Order Information,nizda,nizda/repro-beyond-majority-voting,https://huggingface.co/spaces/nizda/repro-beyond-majority-voting,True,10,6,4,0,2,0,,2026-07-23T20:40:42+00:00
wpKA7G7Cqu,Explaining Concept Shift with Interpretable Feature Attribution,Crusadersk,Crusadersk/icml26-concept-shift-sgshift-repro,https://huggingface.co/spaces/Crusadersk/icml26-concept-shift-sgshift-repro,True,4,3,2,0,0,1,,2026-07-19T00:20:56+00:00
wpKA7G7Cqu,Explaining Concept Shift with Interpretable Feature Attribution,Srishti280992,Srishti280992/repro-explaining-concept-shift-with-interpretable-feature-attribution,https://huggingface.co/spaces/Srishti280992/repro-explaining-concept-shift-with-interpretable-feature-attribution,True,4,5,2,0,0,3,,2026-07-23T17:52:41+00:00
v0AkeYfQGq,TEFormer: Structured Bidirectional Temporal Enhancement Modeling in Spiking Transformers,yaegerknight,yaegerknight/teformer-bidirectional-temporal-spiking-repro,https://huggingface.co/spaces/yaegerknight/teformer-bidirectional-temporal-spiking-repro,True,4,5,1,0,2,2,,2026-07-23T17:53:03+00:00
MpYmjfXAnF,SCOUT: Active Information Foraging for Long-Text Understanding with Decoupled Epistemic States,jomasego,jomasego/scout-reproduction,https://huggingface.co/spaces/jomasego/scout-reproduction,True,3,5,0,0,3,2,,2026-07-23T12:40:45+00:00
eh48NIgu9z,S2M-Net: Spectral-Spatial Mixing with Morphology-Aware Adaptive Loss for Medical Image Segmentation,K4ru4k4i,K4ru4k4i/eh48NIgu9z,https://huggingface.co/spaces/K4ru4k4i/eh48NIgu9z,True,4,6,1,1,0,4,,2026-07-28T18:44:36+00:00
q2kihJvzqC,DV-World: Benchmarking Data Visualization Agents in Real-World Scenarios,gogorun12,gogorun12/q2kihJvzqC,https://huggingface.co/spaces/gogorun12/q2kihJvzqC,True,2,6,0,1,0,5,,2026-07-19T18:51:54+00:00
qIOcJSCGn2,SVL: Goal-Conditioned Reinforcement Learning as Survival Learning,DineshAI,DineshAI/qIOcJSCGn2,https://huggingface.co/spaces/DineshAI/qIOcJSCGn2,True,5,6,2,0,1,3,,2026-07-23T18:08:53+00:00
vPUInIYURl,Induction Meets Biology: Mechanisms of Repeat Detection in Protein Language Models,latticetower,latticetower/repro-induction-meets-biology,https://huggingface.co/spaces/latticetower/repro-induction-meets-biology,True,6,5,3,0,0,2,,2026-07-23T13:11:34+00:00
8GH752ZJ5j,Large-Scale Notification Dispatch with Bundle Treatments and Multi-Outcome Uplift Optimization,Firemedic15,Firemedic15/repro-buoplr-notification-dispatch,https://huggingface.co/spaces/Firemedic15/repro-buoplr-notification-dispatch,True,1,2,0,0,1,1,,2026-07-22T19:45:39+00:00
XEbD5cYpgV,Estimation of Treatment Effects Under Nonstationarity via the Truncated Policy Gradient Estimator,agharsallah,agharsallah/xebd5cypgv-logbook,https://huggingface.co/spaces/agharsallah/xebd5cypgv-logbook,True,10,5,5,0,0,0,,2026-07-23T18:09:52+00:00
3EcT46wsdc,Efficiently Training Time-to-First-Spike Spiking Neural Networks from Scratch,Umong,Umong/repro-ettfs-fashion-mnist,https://huggingface.co/spaces/Umong/repro-ettfs-fashion-mnist,True,0,5,0,0,0,5,,2026-07-23T13:20:47+00:00
HigEPnWgLQ,Adaptive Multi-Round Allocation with Stochastic Arrivals,DineshAI,DineshAI/HigEPnWgLQ,https://huggingface.co/spaces/DineshAI/HigEPnWgLQ,True,8,5,4,0,0,1,,2026-07-23T18:14:29+00:00
qbe18sZPWS,Routing by Reaching: Composition of Pre-trained GFlowNets for Multi-Objective Generation,DineshAI,DineshAI/qbe18sZPWS,https://huggingface.co/spaces/DineshAI/qbe18sZPWS,True,4,6,1,0,2,3,,2026-07-24T16:23:37+00:00
T7y2wavrFM,The Double Dilemma in Multi-Task Radiology Report Generation: A Gradient Dynamics Analysis and Solution,imadreamerboy,imadreamerboy/repro-double-dilemma-multi-task-radiology,https://huggingface.co/spaces/imadreamerboy/repro-double-dilemma-multi-task-radiology,True,3,5,0,0,3,2,,2026-07-23T13:42:22+00:00
v5dquZIEUt,RNA-FM: Flow-Matching Generative Model for Genome-wide RNA-Seq Prediction,Tannu576,Tannu576/rna-fm-repro,https://huggingface.co/spaces/Tannu576/rna-fm-repro,True,3,6,0,0,3,3,,2026-07-23T13:42:42+00:00
4dwe2wlxx5,Omni-Perception Policy Optimization for Multimodal Emotion Reasoning,Firemedic15,Firemedic15/oppo-repro-logbook,https://huggingface.co/spaces/Firemedic15/oppo-repro-logbook,True,6,6,0,0,6,0,,2026-07-23T18:22:36+00:00
piWlEHb4Db,Non-Euclidean Gradient Descent Operates at the Edge of Stability,ai-sherpa,ai-sherpa/hybrid-seq-piWlEHb4Db-repro,https://huggingface.co/spaces/ai-sherpa/hybrid-seq-piWlEHb4Db-repro,True,10,6,4,0,2,0,,2026-07-23T13:50:18+00:00
Efjuj6kanc,Clustered Influence Functions,Takosaga,Takosaga/icml-2026-clustered-influence-repro,https://huggingface.co/spaces/Takosaga/icml-2026-clustered-influence-repro,True,0,3,0,0,0,3,,2026-07-17T11:54:13+00:00
fSV4XWhMB3,Training Deep Spiking Neural Networks without Normalization,yaegerknight,yaegerknight/repro-deep-snn-without-normalization,https://huggingface.co/spaces/yaegerknight/repro-deep-snn-without-normalization,True,5,3,2,0,1,0,,2026-07-17T11:05:10+00:00
xbAWn0w9kq,"DIYHealth Suite: Dataset, Model, and Benchmark for Health Management at Home",abhishekkataria16,abhishekkataria16/diyhealth-suite-dataset-model-logbook,https://huggingface.co/spaces/abhishekkataria16/diyhealth-suite-dataset-model-logbook,True,0,6,0,0,0,6,,2026-07-23T18:31:44+00:00
bWLfplRNzt,ProtDBench: A Unified Benchmark of Protein Binder Design and Evaluation,abhishekkataria16,abhishekkataria16/protdbench-a-unified-benchmark-logbook,https://huggingface.co/spaces/abhishekkataria16/protdbench-a-unified-benchmark-logbook,True,3,5,0,0,3,2,,2026-07-26T05:17:51+00:00
Li5ki5Dopo,Ambient Dataloops: Generative Models for Dataset Refinement,abhishekkataria16,abhishekkataria16/ambient-dataloops-generative-m-logbook,https://huggingface.co/spaces/abhishekkataria16/ambient-dataloops-generative-m-logbook,True,2,6,0,0,2,4,,2026-07-23T18:33:40+00:00
OMdQJQwp26,MedMosaic: A Challenging Large Scale Benchmark of Diverse Medical Audio,abhishekkataria16,abhishekkataria16/medmosaic-logbook,https://huggingface.co/spaces/abhishekkataria16/medmosaic-logbook,True,5,6,1,1,1,3,,2026-07-22T14:00:05+00:00
cGOX9bOWnj,Dynamic Regret via Discounted-to-Dynamic Reduction with Applications to Curved Losses and Adam Optimizer,gkalyanaraman3,gkalyanaraman3/cGOX9bOWnj,https://huggingface.co/spaces/gkalyanaraman3/cGOX9bOWnj,True,8,5,4,0,0,1,,2026-07-23T09:22:05+00:00
UCAda9kS57,SWE-rebench V2: Language-Agnostic SWE Task Collection at Scale,pranaysuyash,pranaysuyash/repro-swe-rebench-v2,https://huggingface.co/spaces/pranaysuyash/repro-swe-rebench-v2,True,6,6,3,0,0,3,,2026-07-23T09:44:26+00:00
Li5ki5Dopo,Ambient Dataloops: Generative Models for Dataset Refinement,nkapila6,nkapila6/Li5ki5Dopo,https://huggingface.co/spaces/nkapila6/Li5ki5Dopo,True,2,6,1,0,0,5,,2026-07-23T10:04:34+00:00
